metatranscriptomics_name	kraken2_taxonomy
k141_262534	Dietzia psychralcaliphila (taxid 139021)
k141_168238	Pseudomonas fragi (taxid 296)
k141_129038	Lactobacillus crispatus (taxid 47770)
k141_110349	Pseudomonas protegens (taxid 380021)
k141_224351	Serratia marcescens (taxid 615)
k141_205472	Pseudomonas fragi (taxid 296)
k141_243297	Lactobacillus delbrueckii subsp. sunkii (taxid 1050107)
k141_53873	Pseudomonas psychrophila (taxid 122355)
k141_15989	Cutibacterium acnes (taxid 1747)
k141_168239	Pluralibacter gergoviae (taxid 61647)
k141_185765	Ligilactobacillus salivarius (taxid 1624)
k141_224352	Clostridium isatidis (taxid 182773)
k141_262540	Pseudomonas sp. DG56-2 (taxid 2320270)
k141_110355	Achromobacter deleyi (taxid 1353891)
k141_205473	Achromobacter xylosoxidans (taxid 85698)
k141_224353	Lactobacillus fermentum 3872 (taxid 1381124)
k141_15992	Acinetobacter (taxid 469)
k141_168240	Pseudomonas fragi (taxid 296)
k141_149101	Pseudomonas protegens (taxid 380021)
k141_36081	Pseudomonas fragi (taxid 296)
k141_53878	Pluralibacter gergoviae (taxid 61647)
k141_262541	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_168242	Bacillus cereus group (taxid 86661)
k141_53879	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_92292	Streptococcus equinus (taxid 1335)
k141_262542	Pseudomonas fragi (taxid 296)
k141_205476	Ligilactobacillus salivarius (taxid 1624)
k141_149102	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_15997	Clostridium isatidis (taxid 182773)
k141_72669	Lactobacillus amylovorus GRL 1112 (taxid 695560)
k141_205479	Pseudomonas putida DOT-T1E (taxid 1196325)
k141_185767	Lactobacillus mucosae LM1 (taxid 1130798)
k141_15999	Achromobacter xylosoxidans (taxid 85698)
k141_262545	unclassified Dietzia (taxid 2617939)
k141_129052	Serratia (taxid 613)
k141_36089	Pseudomonas mendocina (taxid 300)
k141_149105	Achromobacter xylosoxidans NH44784-1996 (taxid 1167634)
k141_224359	Pseudomonas putida H8234 (taxid 1331671)
k141_53889	Pseudomonas extremaustralis (taxid 359110)
k141_92300	Pseudomonas fragi (taxid 296)
k141_110368	Achromobacter xylosoxidans (taxid 85698)
k141_185770	Pseudomonas fluorescens R124 (taxid 743713)
k141_72674	Klebsiella aerogenes (taxid 548)
k141_129054	Vibrio campbellii (taxid 680)
k141_16002	Achromobacter xylosoxidans A8 (taxid 762376)
k141_110371	Serratia (taxid 613)
k141_149110	Pseudomonas aeruginosa (taxid 287)
k141_262555	Chryseoglobus indicus (taxid 2750620)
k141_243314	Enterobacteriaceae (taxid 543)
k141_53896	Pseudomonas fluorescens (taxid 294)
k141_129057	Achromobacter xylosoxidans NH44784-1996 (taxid 1167634)
k141_205493	Lactobacillus amylovorus GRL1118 (taxid 695562)
k141_16010	Lactobacillus mucosae LM1 (taxid 1130798)
k141_243315	Pseudomonas putida H8234 (taxid 1331671)
k141_224364	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_262556	Pseudomonas mendocina (taxid 300)
k141_185785	Actinomycetia (taxid 1760)
k141_243319	unclassified Thermotoga (taxid 2631113)
k141_16014	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_149123	Limosilactobacillus fermentum (taxid 1613)
k141_36106	Enterobacteriaceae (taxid 543)
k141_110374	Pseudomonas protegens (taxid 380021)
k141_72689	Pseudomonas putida (taxid 303)
k141_168275	Fusobacterium pseudoperiodonticum (taxid 2663009)
k141_149124	Pseudomonas putida H8234 (taxid 1331671)
k141_92321	Clostridium isatidis (taxid 182773)
k141_16018	Pseudomonas protegens (taxid 380021)
k141_53907	Acinetobacter piscicola (taxid 2006115)
k141_149126	Pseudomonas fragi (taxid 296)
k141_262565	Achromobacter deleyi (taxid 1353891)
k141_243327	Thermotoga sp. 2812B (taxid 1157948)
k141_92323	Achromobacter deleyi (taxid 1353891)
k141_185791	Pseudomonas fragi (taxid 296)
k141_224379	Pseudomonas putida (taxid 303)
k141_168276	Achromobacter xylosoxidans (taxid 85698)
k141_110379	Pseudomonas fragi (taxid 296)
k141_72694	Pseudomonas fragi (taxid 296)
k141_185794	Vibrio (taxid 662)
k141_149129	Pseudomonas fragi (taxid 296)
k141_92326	Serratia marcescens (taxid 615)
k141_262571	Pluralibacter gergoviae (taxid 61647)
k141_16027	Phreatobacter cathodiphilus (taxid 1868589)
k141_149130	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_224383	Pseudomonas protegens (taxid 380021)
k141_36115	Pseudomonas mendocina (taxid 300)
k141_168281	Pseudomonas putida S13.1.2 (taxid 1384061)
k141_53920	Pseudomonas sp. ATCC 43928 (taxid 676210)
k141_205507	Pluralibacter gergoviae (taxid 61647)
k141_110389	Pseudomonas fluorescens group (taxid 136843)
k141_16030	Pseudomonas sp. S19 (taxid 322535)
k141_149133	Achromobacter xylosoxidans (taxid 85698)
k141_92333	Anoxybacillus kamchatkensis G10 (taxid 1212546)
k141_129086	Vibrio aphrogenes (taxid 1891186)
k141_243337	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_185802	Paraburkholderia fungorum (taxid 134537)
k141_92334	Enterobacteriaceae (taxid 543)
k141_168287	Pseudomonas sp. ABC1 (taxid 2748080)
k141_36120	Delftia lacustris (taxid 558537)
k141_205515	Limosilactobacillus fermentum (taxid 1613)
k141_185805	Clostridium isatidis (taxid 182773)
k141_110395	Variovorax paradoxus B4 (taxid 1246301)
k141_36124	Pseudomonas putida S13.1.2 (taxid 1384061)
k141_16031	Pseudomonas fragi (taxid 296)
k141_224388	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_262574	Nocardioides sp. zg-1228 (taxid 2763008)
k141_92339	Pseudomonas putida DOT-T1E (taxid 1196325)
k141_185807	Acinetobacter bereziniae (taxid 106648)
k141_168293	Pseudomonas lundensis (taxid 86185)
k141_205521	Pseudomonas psychrophila (taxid 122355)
k141_92340	Pseudomonas sp. S34 (taxid 1573718)
k141_110400	Delftia acidovorans (taxid 80866)
k141_92341	Achromobacter xylosoxidans (taxid 85698)
k141_205524	Pseudomonas putida B6-2 (taxid 1081940)
k141_168296	Pseudomonas moraviensis R28-S (taxid 1395516)
k141_129098	Achromobacter xylosoxidans (taxid 85698)
k141_53926	Pseudomonas fragi (taxid 296)
k141_243353	Pseudomonas putida (taxid 303)
k141_72702	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_149138	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_36134	Pseudomonas protegens Cab57 (taxid 1420599)
k141_224392	Pseudomonas psychrophila (taxid 122355)
k141_243355	Thermotoga sp. 2812B (taxid 1157948)
k141_185814	Pseudomonas psychrophila (taxid 122355)
k141_205527	Fervidobacterium changbaicum (taxid 310769)
k141_72706	Phreatobacter cathodiphilus (taxid 1868589)
k141_168298	Pseudomonas sp. St29 (taxid 1500687)
k141_243356	Pseudomonas putida ND6 (taxid 231023)
k141_92343	Pseudomonas fragi (taxid 296)
k141_36136	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_149141	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_16041	Pseudomonas protegens (taxid 380021)
k141_53930	Achromobacter xylosoxidans A8 (taxid 762376)
k141_149142	Delftia acidovorans (taxid 80866)
k141_92347	Streptococcus infantarius (taxid 102684)
k141_129105	Achromobacter xylosoxidans NH44784-1996 (taxid 1167634)
k141_205533	Pseudomonas putida (taxid 303)
k141_185820	Enterobacteriaceae (taxid 543)
k141_168304	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_149145	Hydrogenophaga (taxid 47420)
k141_185821	unclassified Pseudomonas (taxid 196821)
k141_129106	Vibrio vulnificus (taxid 672)
k141_16045	Achromobacter xylosoxidans (taxid 85698)
k141_262596	Pseudomonas putida (taxid 303)
k141_53938	Pseudomonas protegens Cab57 (taxid 1420599)
k141_110425	Pseudomonas umsongensis (taxid 198618)
k141_36144	Pluralibacter gergoviae (taxid 61647)
k141_92354	Pseudomonas protegens (taxid 380021)
k141_205543	Pseudomonas putida (taxid 303)
k141_129109	Pseudomonas fragi (taxid 296)
k141_72722	Enterobacteriaceae (taxid 543)
k141_185826	Delftia (taxid 80865)
k141_149153	Achromobacter xylosoxidans (taxid 85698)
k141_53940	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_224402	Pluralibacter gergoviae (taxid 61647)
k141_168315	Achromobacter xylosoxidans NH44784-1996 (taxid 1167634)
k141_92356	Pseudomonas protegens (taxid 380021)
k141_110429	Rhodoplanes sp. Z2-YC6860 (taxid 674703)
k141_205545	unclassified Moritella (taxid 2637987)
k141_72723	Moritella sp. 24 (taxid 2746230)
k141_262601	Limosilactobacillus mucosae (taxid 97478)
k141_92357	Bradyrhizobium diazoefficiens (taxid 1355477)
k141_205546	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_185827	Serratia marcescens (taxid 615)
k141_36149	Pseudomonas fragi (taxid 296)
k141_243378	Pseudomonas lundensis (taxid 86185)
k141_92359	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_16053	Streptococcus infantarius (taxid 102684)
k141_53947	Achromobacter xylosoxidans (taxid 85698)
k141_224409	Serratia marcescens (taxid 615)
k141_129120	Clostridium isatidis (taxid 182773)
k141_72728	Pseudomonas sp. Ost2 (taxid 2678260)
k141_262603	Pseudomonas sp. XWY-1 (taxid 2069256)
k141_168325	Vibrio vulnificus (taxid 672)
k141_16055	Pluralibacter gergoviae (taxid 61647)
k141_53948	Pseudomonas mendocina (taxid 300)
k141_262604	Enterobacteriaceae (taxid 543)
k141_36156	Lactobacillus crispatus ST1 (taxid 748671)
k141_92362	Pseudomonas lundensis (taxid 86185)
k141_110437	Pseudomonas fluorescens (taxid 294)
k141_243382	Pseudomonas monteilii (taxid 76759)
k141_224415	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_16057	Pseudomonas putida (taxid 303)
k141_205557	Pluralibacter gergoviae (taxid 61647)
k141_262605	Achromobacter deleyi (taxid 1353891)
k141_36157	Pluralibacter gergoviae (taxid 61647)
k141_185829	Rhodoferax sp. BAB1 (taxid 2741720)
k141_53954	Pluralibacter gergoviae (taxid 61647)
k141_243384	Achromobacter xylosoxidans (taxid 85698)
k141_36159	Pseudomonas fragi (taxid 296)
k141_129131	Pseudomonas putida B6-2 (taxid 1081940)
k141_72743	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_16060	Pseudomonas antarctica (taxid 219572)
k141_149176	Pseudomonas fragi (taxid 296)
k141_53955	unclassified Pseudomonas (taxid 196821)
k141_168339	Micrococcus sp. KBS0714 (taxid 1179670)
k141_110447	Enterobacteriaceae (taxid 543)
k141_16063	Pseudomonas putida (taxid 303)
k141_262616	Dietzia sp. oral taxon 368 (taxid 712270)
k141_205559	Pseudomonas putida H8234 (taxid 1331671)
k141_36163	Pseudomonas sediminis (taxid 1691904)
k141_110450	Achromobacter xylosoxidans (taxid 85698)
k141_72749	Serratia marcescens (taxid 615)
k141_168343	Hydrogenophaga (taxid 47420)
k141_224425	Serratia marcescens (taxid 615)
k141_243391	Pseudomonas fluorescens BBc6R8 (taxid 463794)
k141_110453	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_16066	Photobacterium damselae (taxid 38293)
k141_72752	Weissella confusa (taxid 1583)
k141_262619	Achromobacter deleyi (taxid 1353891)
k141_243392	Anoxybacillus flavithermus WK1 (taxid 491915)
k141_205560	Pseudomonas fragi (taxid 296)
k141_36171	Achromobacter deleyi (taxid 1353891)
k141_262620	Pseudomonas orientalis (taxid 76758)
k141_110455	Pseudomonas fluorescens (taxid 294)
k141_92374	Rhodoferax sp. BAB1 (taxid 2741720)
k141_53964	Pseudomonas mendocina (taxid 300)
k141_110456	Pseudomonas psychrophila (taxid 122355)
k141_168355	Pseudomonas protegens (taxid 380021)
k141_262621	Pseudomonas mendocina (taxid 300)
k141_149196	Pluralibacter gergoviae (taxid 61647)
k141_205563	Pseudomonas fragi (taxid 296)
k141_224433	Pseudomonas fragi (taxid 296)
k141_16077	Pluralibacter gergoviae (taxid 61647)
k141_72761	Pseudomonas putida B6-2 (taxid 1081940)
k141_205564	Escherichia coli (taxid 562)
k141_168359	Pseudomonas migulae (taxid 78543)
k141_92380	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_224435	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_168361	Paraburkholderia fungorum (taxid 134537)
k141_16082	Pseudomonas fragi (taxid 296)
k141_149202	Achromobacter deleyi (taxid 1353891)
k141_72764	Pluralibacter gergoviae (taxid 61647)
k141_185833	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_205568	Pseudomonas cedrina (taxid 651740)
k141_129144	Limosilactobacillus mucosae (taxid 97478)
k141_110467	Pseudomonas extremaustralis (taxid 359110)
k141_53969	Pseudomonas fluorescens R124 (taxid 743713)
k141_92384	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_185836	Gammaproteobacteria (taxid 1236)
k141_129147	unclassified Pseudomonas (taxid 196821)
k141_36193	Phreatobacter stygius (taxid 1940610)
k141_16083	Enterobacteriaceae (taxid 543)
k141_72770	Dietzia sp. DQ12-45-1b (taxid 912801)
k141_168371	Comamonadaceae (taxid 80864)
k141_205578	Achromobacter deleyi (taxid 1353891)
k141_224445	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_16087	Shewanella (taxid 22)
k141_149217	Pseudomonas fragi (taxid 296)
k141_262631	Pluralibacter gergoviae (taxid 61647)
k141_36201	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_92392	Serratia marcescens (taxid 615)
k141_168374	Pseudomonas sp. 31-12 (taxid 2201356)
k141_16089	Delftia acidovorans (taxid 80866)
k141_110483	Pseudomonas stutzeri DSM 4166 (taxid 996285)
k141_224450	Pseudomonas protegens Cab57 (taxid 1420599)
k141_129156	Pseudomonas mendocina (taxid 300)
k141_53970	Escherichia coli (taxid 562)
k141_36202	Enterobacteriaceae (taxid 543)
k141_205586	Pseudomonas sp. 31-12 (taxid 2201356)
k141_149224	Acinetobacter piscicola (taxid 2006115)
k141_185849	Enterobacteriaceae (taxid 543)
k141_72777	Achromobacter deleyi (taxid 1353891)
k141_53971	Serratia (taxid 613)
k141_243393	Dietzia sp. oral taxon 368 (taxid 712270)
k141_262634	Pseudomonas fragi (taxid 296)
k141_92400	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_149228	Limosilactobacillus mucosae (taxid 97478)
k141_72783	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_110492	Acinetobacter piscicola (taxid 2006115)
k141_262635	Achromobacter xylosoxidans A8 (taxid 762376)
k141_129161	Pseudomonas fragi (taxid 296)
k141_36208	Pseudomonas lundensis (taxid 86185)
k141_72784	Achromobacter xylosoxidans (taxid 85698)
k141_149230	Delftia acidovorans (taxid 80866)
k141_53976	Pseudomonas moraviensis R28-S (taxid 1395516)
k141_110496	Achromobacter deleyi (taxid 1353891)
k141_16100	Achromobacter xylosoxidans (taxid 85698)
k141_168389	Serratia marcescens (taxid 615)
k141_149231	Pseudomonas putida (taxid 303)
k141_205598	Pseudomonas putida (taxid 303)
k141_72786	Aliivibrio salmonicida (taxid 40269)
k141_262639	Pluralibacter gergoviae (taxid 61647)
k141_243403	Pseudomonas putida (taxid 303)
k141_149232	Pseudomonas fluorescens (taxid 294)
k141_205599	Pseudomonas protegens (taxid 380021)
k141_92406	Pseudomonas protegens (taxid 380021)
k141_129163	Pluralibacter gergoviae (taxid 61647)
k141_36215	Pseudomonas protegens (taxid 380021)
k141_243404	Microbacteriaceae (taxid 85023)
k141_92407	Serratia (taxid 613)
k141_53984	unclassified Pseudomonas (taxid 196821)
k141_36216	Streptococcus equinus (taxid 1335)
k141_110506	Paraburkholderia fungorum (taxid 134537)
k141_149240	Achromobacter xylosoxidans (taxid 85698)
k141_16103	Aeromicrobium marinum DSM 15272 (taxid 585531)
k141_205605	Phreatobacter cathodiphilus (taxid 1868589)
k141_262651	Thermotoga sp. Cell2 (taxid 1157947)
k141_36221	Keratinibaculum paraultunense (taxid 1278232)
k141_110507	Stenotrophomonas (taxid 40323)
k141_72788	Acinetobacter defluvii (taxid 1871111)
k141_243406	Pseudomonas psychrophila (taxid 122355)
k141_149245	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_16107	Delftia acidovorans (taxid 80866)
k141_149247	Actinomyces sp. Z16 (taxid 2079536)
k141_168406	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_224476	Pseudomonas psychrophila (taxid 122355)
k141_36226	Pseudomonas lundensis (taxid 86185)
k141_262662	Pluralibacter gergoviae (taxid 61647)
k141_92408	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_72797	Clostridium isatidis (taxid 182773)
k141_149251	Acinetobacter sp. NCu2D-2 (taxid 1608473)
k141_243411	Lactobacillus mucosae LM1 (taxid 1130798)
k141_205613	Chryseoglobus indicus (taxid 2750620)
k141_53995	Lactobacillus salivarius UCC118 (taxid 362948)
k141_185884	Ralstonia insidiosa (taxid 190721)
k141_224481	Achromobacter xylosoxidans A8 (taxid 762376)
k141_16111	Achromobacter xylosoxidans (taxid 85698)
k141_92412	Acinetobacter piscicola (taxid 2006115)
k141_243414	Pseudomonas sp. XWY-1 (taxid 2069256)
k141_262667	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_129188	Serratia (taxid 613)
k141_149255	Vibrio parahaemolyticus (taxid 670)
k141_185888	Rhodoferax sp. BAB1 (taxid 2741720)
k141_36233	Pluralibacter gergoviae (taxid 61647)
k141_72806	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_54004	Phreatobacter sp. NMCR1094 (taxid 2570229)
k141_92419	Lactobacillus mucosae LM1 (taxid 1130798)
k141_224487	Pseudomonas psychrophila (taxid 122355)
k141_36237	Pseudomonas putida (taxid 303)
k141_168429	Pseudomonas psychrophila (taxid 122355)
k141_262671	Pseudomonas mendocina (taxid 300)
k141_205631	Hungateiclostridium thermocellum ATCC 27405 (taxid 203119)
k141_54012	Rhodococcus pyridinivorans (taxid 103816)
k141_185894	Pseudomonas fragi (taxid 296)
k141_243421	Vibrio cincinnatiensis (taxid 675)
k141_16118	Pseudomonas lundensis (taxid 86185)
k141_129207	Achromobacter deleyi (taxid 1353891)
k141_149266	Limosilactobacillus mucosae (taxid 97478)
k141_92424	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_72815	Pseudomonas mendocina NK-01 (taxid 1001585)
k141_54013	Photobacterium damselae (taxid 38293)
k141_36240	Gammaproteobacteria (taxid 1236)
k141_92425	Pseudomonas fragi (taxid 296)
k141_149267	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_16120	unclassified Hydrogenophaga (taxid 2610897)
k141_185898	Lactobacillus mucosae LM1 (taxid 1130798)
k141_168435	Phreatobacter cathodiphilus (taxid 1868589)
k141_262680	Dietzia sp. oral taxon 368 (taxid 712270)
k141_72820	Vibrio (taxid 662)
k141_92428	Photobacterium damselae subsp. piscicida (taxid 38294)
k141_205640	Phreatobacter cathodiphilus (taxid 1868589)
k141_243427	Chryseoglobus indicus (taxid 2750620)
k141_185902	Pseudomonas protegens (taxid 380021)
k141_129209	Pseudomonas putida S13.1.2 (taxid 1384061)
k141_36244	Pseudomonas sp. R5-89-07 (taxid 658644)
k141_72821	Microbacterium sp. LKL04 (taxid 912630)
k141_92429	Proteus vulgaris (taxid 585)
k141_185903	Serratia marcescens (taxid 615)
k141_110510	Lactobacillus reuteri SD2112 (taxid 491077)
k141_149272	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_262685	Pseudomonas fluorescens (taxid 294)
k141_72824	Shewanella (taxid 22)
k141_129214	Serratia ureilytica (taxid 300181)
k141_92432	Aliivibrio fischeri (taxid 668)
k141_224490	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_205647	Achromobacter xylosoxidans A8 (taxid 762376)
k141_36251	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_168443	Pseudomonas azotoformans (taxid 47878)
k141_110514	Limosilactobacillus fermentum (taxid 1613)
k141_129215	Proteobacteria (taxid 1224)
k141_36252	Pseudomonas protegens (taxid 380021)
k141_129216	Pseudomonas fragi (taxid 296)
k141_36254	Pseudomonas putida SJTE-1 (taxid 1193499)
k141_224499	Microbacterium sp. LKL04 (taxid 912630)
k141_262695	Hydrogenophaga sp. BA0156 (taxid 2716225)
k141_129217	Thermotoga maritima (taxid 2336)
k141_54021	Rhodoferax sp. BAB1 (taxid 2741720)
k141_92441	Pseudomonas fragi (taxid 296)
k141_205656	Clostridium isatidis (taxid 182773)
k141_110522	Serratia (taxid 613)
k141_129218	Pseudomonas fragi (taxid 296)
k141_243444	Acinetobacter piscicola (taxid 2006115)
k141_72838	Hydrogenophaga sp. YM1 (taxid 2806262)
k141_149288	Pseudomonas fluorescens (taxid 294)
k141_36259	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_72840	Citrobacter (taxid 544)
k141_16132	Pseudomonas lundensis (taxid 86185)
k141_54031	Serratia marcescens (taxid 615)
